T34,Net disbursements of official development assistance to recipients,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
202,Sub-Saharan Africa,1985,Net official development assistance received: Total (millions of US dollars),8985.1000,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,1995,Net official development assistance received: Total (millions of US dollars),18365.3100,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2005,Net official development assistance received: Total (millions of US dollars),32420.1000,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2010,Net official development assistance received: Total (millions of US dollars),43597.1800,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2015,Net official development assistance received: Total (millions of US dollars),42723.9300,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2016,Net official development assistance received: Total (millions of US dollars),41762.4900,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2017,Net official development assistance received: Total (millions of US dollars),46564.3900,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,1975,Net official development assistance received: Total (as % GNI),2.9600,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,1985,Net official development assistance received: Total (as % GNI),4.5300,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,1995,Net official development assistance received: Total (as % GNI),5.7200,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2005,Net official development assistance received: Total (as % GNI),5.0700,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
202,Sub-Saharan Africa,2010,Net official development assistance received: Total (as % GNI),3.3800,Including regional aid disbursements in addition to the disbursements made to individual countries and areas.;Including Sudan.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
